680801	eng	Tom got an emergency call and had to leave work.
307311	eng	They knocked the box to pieces.
7227249	eng	What are the chances that Tom would want to do that?
6431880	eng	Tom said he thought Mary might need to do that today.
1886576	eng	Who did you call?
704158	eng	And actually, this project needs everyone.
8693676	eng	Why did you shut yourself in your room?
21874	eng	The influx of foreign workers has caused a serious housing problem in this area.
3129581	eng	My name also happens to be Tom.
241890	eng	So far he has done very well at school.
2007866	eng	Let's be careful.
2547832	eng	I'll go and tell Tom.
6521253	eng	Why aren't Tom and Mary afraid?
6709438	eng	Sami could do it in thirty minutes.
7167753	eng	I think both Tom and Mary have never been to Australia.
2629816	eng	Tom, where are you? Everyone's looking for you!
6676217	eng	I suspect Tom isn't planning to be here tomorrow.
6781685	eng	I've let my kids do that many times.
4454588	eng	The soldiers solemnly draped the flag over the coffin.
3772733	eng	It isn't the graying hair nor the number of years which makes "age"; a person is old when they've lost their sense of humour and aren't interested in anything anymore.
3167267	eng	We were in four.
7378336	eng	Mary is getting better, isn't she?
941287	eng	One should respect one's spouse.
237897	eng	The brothers' school records nearly matched.
6339947	eng	Tom says that the two of us should do that together.
7513204	eng	I know Tom knows we shouldn't do that here.
7501272	eng	I know that Tom knows that Mary knows that she shouldn't do that anymore.
8013440	eng	The only other person who has a key is Tom.
35114	eng	Hang onto Daddy!
2891726	eng	No one can be that disgusting.
8528106	eng	She's apt to be late, isn't she?
8119124	eng	Next time you receive a threatening message from the separatists, call the police department.
7476157	eng	They say they'll wait for us.
5726298	eng	At the time of his arrest, Tom was living in Boston.
8223603	eng	You can help others learn English by translating this video lesson into their native language.
8554006	eng	Tom hasn't even finished reading one page.
3738385	eng	What's the first thing you remember?
8629559	eng	I guessed you would come.
6436822	eng	We seldom kiss each other anymore.
237912	eng	I regard the contract as having been broken.
16946	eng	Your answer is to the point.
7036631	eng	Do tortoises change their shells?
3723039	eng	I need you gone.
49677	eng	The devil destroyed Hiroshima and Nagasaki.
4361619	eng	It's very hard to see yourself as others see you.
3176915	eng	I didn't mean to make Tom cry.
275081	eng	The sun sank below the horizon and it got dark.
8173711	eng	Tom was one year away from retirement.
7231659	eng	I don't think that it was my fault.
6498723	eng	Tom and Mary said they thought John was likely to do that.
7409489	eng	They looked well when I last saw them.
6340548	eng	Tom seemed to be the only one who wanted to sing.
3442137	eng	Tom owns a lot of land.
1024444	eng	Tom might not be as happy as he looks.
65899	eng	Do you still get in touch with them?
3023673	eng	Tom is doing all right.
5610723	eng	We're no different from anyone else.
7475339	eng	They say that they're doing that.
6358657	eng	Tom says Mary will win.
6656348	eng	Tom was careless, but Mary wasn't.
42801	eng	It was named after the first American president.
3918492	eng	I've been expecting her.
6348004	eng	I need to buy a muzzle for my dog.
7010504	eng	The Mont Blanc is Europe's highest mountain.
1868157	eng	Tom is taking a bath in my bathtub.
1935357	eng	She wants vengeance.
6496353	eng	Tom and Mary say they don't know where John is planning to go.
3327389	eng	Can you protect us?
8826763	eng	It's nice to see you again after such a long time.
8816222	eng	Yanni seemed absolutely terrified.
5916379	eng	Doing that won't be hard.
3737086	eng	It'll be ready tomorrow.
7442661	eng	Tom and Mary think they'll die soon.
4012677	eng	Can any of you tell me how to do this?
7139776	eng	That's the reason I moved to Boston.
7407108	eng	They outlived many of their friends.
8749418	eng	Some it could not get inside.
7271526	eng	Sami is going by himself.
311221	eng	She made news in that country.
4628654	eng	Have you ever tried to play handball?
3360544	eng	This seems good to me.
3314878	eng	I can't remember anything about what happened that night.
7185901	eng	I'm sorry Tom is sick.
7474176	eng	They put their keys in their pockets.
8390454	eng	Who did you go hiking with?
3906590	eng	I talk to him more than you do.
3529398	eng	You know it'll be your duty from tomorrow on.
381105	eng	I have a memory like a goldfish.
1327445	eng	This monument is closed to visitors.
6094348	eng	I have good news and bad news. Which one do you want first?
4474601	eng	There is snow on the mountains.
6110435	eng	No one volunteered to do that.
72720	eng	3 to the third power is 27.
8326142	eng	You should let me cool down, otherwise I'll say something I might regret.
5736497	eng	The attacker escaped easily.
