2401440	cat	Sí que m'agrada la música clàssica!
2339648	cat	Perquè estas enfadat amb ell?
5028262	cat	Ell sempre llegeix alguna revista.
1987455	cat	Com és que no porteu lentilles?
1971607	cat	A Sendai tenim molta pluja al juliol.
2251401	cat	Estigues al que diu el receptari.
877437	cat	Sigues amable amb la gent gran.
1772390	cat	Ell confia en la seva capacitat.
877592	cat	Es porta bé a l'escola, però a casa causa problemes.
5091712	cat	L'aigua d'aquesta piscina està neta.
2599513	cat	Són bessons els germans o les germanes que han nascut en un mateix part.
877365	cat	Aqui és el teu llibre.
1971654	cat	Ella va veure una senyora.
878085	cat	Quan era nen, anava molt a pescar al riu amb el meu germà.
4647633	cat	Va perdre tots els diners que tenia.
3935500	cat	Grècia és un país antic.
1539122	cat	Jugar a tennis no em costa gens.
1772095	cat	En Jim no vindrà avui.
5095491	cat	És veritat que has estat ausent hui?
1523495	cat	Els meus pares seien sota un arbre.
795055	cat	T'ho mereixes.
1720472	cat	D'ara endavant vaig a publicar oracions en esperanto i castellà.
1588328	cat	Odio aquestes paraules.
1524402	cat	El rellotge no funciona.
1525628	cat	Vaig estar content de veure que al final va posar-hi seny.
4122405	cat	Prefereixo la recepta original.
2002639	cat	La noia és maca.
1954472	cat	Sóc aquí per salvar-te.
6892397	cat	Els polítics catalans estan acusats de desobediència, malversació i prevaricació.
4969111	cat	Espera sols un poc més.
877191	cat	L'agricultura va ser desenvolupada fa més de 10000 anys.
1405604	cat	"Veniu i mireu", va dir en Felip.
8881901	cat	No et lamentis tant per això; no n'hi ha per tant.
1772336	cat	Els immigrants que han de fugir de la persecució tenen dret a asil a Alemanya però no gaudeixen d'igualtat social i econòmica plena.
4940199	cat	Conec esta xiqueta.
8901650	cat	Mai no sé quan fer servir el pronom de segona persona formal o informal.
6481031	cat	T'ensenyarem com atrapar un peix.
2800434	cat	Sempre s'aprèn a Tatoeba!
2792100	cat	Molts es van perdre per la bellesa de la dona.
5073637	cat	Eixe circ no realitza espectacles amb animals.
855756	cat	He oblidat cridar-lo avui.
1524304	cat	Ho saps del cert?
1539173	cat	Has sentit el meu fill tocar el violí?
8580584	cat	Parleu alemany?
1539088	cat	Ell estava malalt la setmana passada.
1772208	cat	Tingui en compte l'opinió pública.
864245	cat	El concepte de Deu és una fantasía creada per alleujar el desconeixement sobre la nostra própia existència.
1956107	cat	Escolto el que dius.
8881923	cat	Sí, jo també.
