425536	jpn	思い切って「妊娠してるの」と告げると彼は「俺の子だと言うのか？」と言った。
1166932	jpn	今は外出したくない気分だ。
166281	jpn	私たちはときどきいっしょに映画を見に行く。
93996	jpn	彼女の父は若い頃泳ぎが達者だった。
89210	jpn	彼女は試験に通って幸運だった。
1656312	jpn	トムはボストンでちゃんとした仕事を見つけられなかった。それでシカゴに移った。
227515	jpn	おまえも馬鹿なら彼もそうだ。
8613880	jpn	すみません...
207959	jpn	その知らせは私たちの希望を打ち砕いた。
196476	jpn	ボールは丸い。
4635645	jpn	Tomさんは直ぐにあなたに事務所であいたがっている。
138113	jpn	太陽は月よりも地球から遠いところにある。
78415	jpn	嵐はやんだようだ。
204649	jpn	それをちょっと見せてください。
115019	jpn	彼は８０歳を超えているが、まだ元気だ。
76362	jpn	わたしが前をよく見てなかったから、出会い頭にぶつかっちゃって。小川くんは悪くないわ。
141900	jpn	先回は安産でした。
190947	jpn	医師であることが旅行中大いに役に立った。
2462018	jpn	分からないことは聞いてね。
215283	jpn	ジョンは私の頭を殴った。
3338286	jpn	世の中にはどんなに願っても叶わないことがあります。
78646	jpn	来週の土曜日は暇です。
188851	jpn	駅までの道を教えて下さい。
95261	jpn	彼女が入ってきた時、私たちは食事を終えていました。
148609	jpn	手荷物のカートはどこにありますか。
177283	jpn	君は今日外に出てはならない。
144132	jpn	人々はみんなとても忙しそうで、みんな忙しそうに見えました。
117861	jpn	彼の感情を傷付けたくはない。
2800163	jpn	スイスでは5月に春が来る。
93372	jpn	彼女はアルコール中毒だ。
226790	jpn	お二人の間柄は？
161964	jpn	私は３時に約束があるのです。
113438	jpn	彼はすぐに風邪が治った。
185206	jpn	会話は人生最大の喜びの一つであることをご存知か。
90557	jpn	彼女は疑わしそうに私を見つめた。
8732935	jpn	トムはボストンから来たの？
233214	jpn	あなたの手は洗う必要がある。
117870	jpn	彼の額の汗をぬぐった。
183050	jpn	貴社のご提案を検討した結果、価格の値下げには応じられないという結論となりました。
87468	jpn	彼女は彼とのおしゃべりを楽しんだ。
1008416	jpn	薬物は現代社会の癌だ。
155557	jpn	私は生きている限り、あなたのご親切は忘れません。
114381	jpn	彼はいわゆるありふれた親ばかではない。
1106161	jpn	隣の家が何だかがやがやとうるさい。パーティーでもしているのだろうか？
224747	jpn	ここから車で１０分くらいです。
104780	jpn	彼は自力で出世することができた。
165266	jpn	私たちは彼は嘘を言ったのではないかと疑った。
163415	jpn	私の邪魔をしないでくれ。
77439	jpn	恋愛と結婚は別だ。
115994	jpn	彼の目は、彼女にくぎ付けになった。
8788916	jpn	トムは多分すぐ戻って来るよ。
202019	jpn	テレビのおかげで我々は知識を広めることができる。
205801	jpn	それだけが、この恐ろしい撃ち合いから身を守ることのできる唯一の方法だったの。
8210841	jpn	このポテトチップスは、オンラインショップ限定商品です。
901642	jpn	彼女、あと５分で着くって連絡があったのに、まだ来ないよ。
205955	jpn	それがカナダのお金なの？
151359	jpn	私たちは彼が興奮するのは当然だと思った。
114881	jpn	彼はアパートを借りた。
5987994	jpn	私はビーガンです。
230340	jpn	あまり暗くて野球ができません。
103634	jpn	彼は親切にも道を案内してくれた。
167366	jpn	私が話しかけたら返事をしてください。
108909	jpn	彼は確かに目立ちたがり屋だが、親切で寛大である。
774408	jpn	囚人は鞭撻して答えた。
157112	jpn	私は行動する前に様々な要因を考えた。
988139	jpn	チロは猫なので、ライチが好きじゃありません。
178048	jpn	君の未来計画について話してください。
1132806	jpn	高熱で起き上がることもできず、一日中うつらうつらしていた。
83713	jpn	分かるような気がする。
122142	jpn	日曜日の晩に来られますか。
2461377	jpn	文法的には正しいのですが、ネイティブはこのような言い方はしません。
158505	jpn	私は医者になる決心をした。
157406	jpn	私は君や君の家族に会えるのを楽しみにしている。
76258	jpn	韓流ドラマブームに便乗して、韓国の製品を売る業者が増えた。
164654	jpn	私にはボランティア活動をしている友人がいる。
8692020	jpn	これって、いたずらのつもり？
190632	jpn	一行は、そのため、別のルートを取らねばならない。
