7382658	eng	She wanted to protect herself.
2245677	eng	I designed it.
6265946	eng	Tom will do that, but I won't.
38158	eng	Will you tell me where to buy the ticket?
3730939	eng	So what exactly are we talking about here, Tom?
317624	eng	I'll try her out as a secretary.
7563783	eng	Mary was invited to the ball.
6705572	eng	You cannot order just one frog leg.
7442862	eng	Tom and Mary let me know they wouldn't do that.
737257	eng	The president said he would not run for the second term.
1549906	eng	Every day the girls used to walk to the village to look for work, after which they would give the money they found to their mother.
3825711	eng	Everything has become much clearer.
8764724	eng	He's gonna get suspended.
412882	eng	In the strict sense of the term, a true democracy has never existed, and never will exist. It is against natural order that the great number should govern and that the few should be governed.
5647622	eng	Tom and Mary have been drinking.
7384592	eng	He always tries his best.
7183659	eng	Sami doesn't think anything of it.
1954846	eng	I can't see that far.
7371384	eng	This is what I came for.
6527038	eng	Tom and Mary are both quite strong, aren't they?
5401509	eng	I'll definitely keep my windows and doors locked.
4015243	eng	Tom lives in a large house.
4472299	eng	The appliance is wonderfully simple to operate.
5152830	eng	He wants a banana.
6270831	eng	Tom told Mary not to be frightened.
6824110	eng	Let's meet at my office.
312821	eng	She waited for him for hours.
8198016	eng	Is an apple?
6646711	eng	Tom told me he was offended.
33025	eng	Boil the milk bottles.
52837	eng	John Lennon was born in 1940.
6411570	eng	Mary said she didn't have the permission to do that.
6250270	eng	I didn't need to wait all that long.
7170430	eng	I knew that Tom wasn't happy about this.
3192806	eng	It's impossible to me.
1243654	eng	He has always got his head stuck in a book.
1616611	eng	They spoke of their high exam grades with understandable pride.
7508883	eng	I couldn't believe that that was happening to me.
65290	eng	Emi will study English.
661710	eng	Who wears the pants in your family?
310200	eng	She is expecting a baby in June.
6531756	eng	Tom is invited to dinner.
6357583	eng	Tom didn't sing well.
3593696	eng	How long has it been since you've seen your boyfriend?
6499257	eng	Tom and Mary won't be able to do what we want them to do.
6524429	eng	I wonder whether or not Tom and Mary will get divorced.
6124879	eng	Tom won't let you guys help him.
7331426	eng	Fortunately, the sun came out.
2663496	eng	You have a problem there.
8573049	eng	Please don't take your socks off.
7406331	eng	They bought themselves new computers.
7867280	eng	It was smaller than I'd expected.
1324811	eng	I'll go to Bahia next year.
1776795	eng	There are many lakes in the area where you live.
7178366	eng	Tom said that Mary knew that John might not have to do that this year.
2906786	eng	Tom lit a match and then lit the candle with it.
6538013	eng	Sami destroyed the life of his children.
3731625	eng	Don't I get a goodbye kiss?
25850	eng	Seen from a distance, the rock looked like a human face.
3365439	eng	Tom kept the fact that he was already married a secret from Mary.
327061	eng	Strontium 90: One of the radioisotopes of strontium; part of radioactive fallout, harmful to human health.
2202749	eng	Tom is depressed.
5075497	eng	Let's have tea at three.
19199	eng	The robber aimed his gun at the clerk.
7813015	eng	It is very warm today!
8238344	eng	I've explained it many times.
2718723	eng	Don't get her confused.
7128611	eng	Why are you so obsessed with crystals?
6355588	eng	Tom and Mary are finally going to do that.
2264482	eng	Why does he always make allowances for her conduct?
3431148	eng	Tom isn't able to drive a car.
339428	eng	I still don't write Chinese well.
7270400	eng	Sami was asking how much everything cost.
3821086	eng	Tom was my roommate.
2062791	eng	Did you lose something?
8575321	eng	We're not ready to throw in the towel yet.
5366236	eng	Every house in our neighborhood is practically identical.
6230431	eng	You didn't know I wasn't supposed to do that, did you?
3464952	eng	He denies even the sun in the sky.
5938790	eng	Tom's house has red roof.
6708080	eng	Sami's neighbors were questioned about the shooting.
6944410	eng	Please don't be angry at me.
3822421	eng	Tom is a relative of mine.
